sample_id,band_number,date,species,age,sex,ssha_weight,prey,prey_name,migratory,lure,trap,crop,prey_mass,prey_size,year
2016-295,1372-56637,23-Oct-16,SSHA,HY,M,,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-295,1372-56637,23-Oct-16,SSHA,HY,M,,RCKI,Ruby-crowned Kinglet,migrant,st,dg,f,54,medium,2016
2016-298,1823-26064,23-Oct-16,SSHA,HY,F,,SASP,Savannah Sparrow,partial_migrant,st,dg,f,22,small,2016
2016-278,1803-10838,23-Oct-16,SSHA,HY,M,106.8,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-298,1823-26064,23-Oct-16,SSHA,HY,F,,VATH,Varied Thrush,partial_migrant,st,dg,f,83,large,2016
2016-295,1372-56637,23-Oct-16,SSHA,HY,M,,WCSP,White-crowned Sparrow,partial_migrant,st,dg,f,27,small,2016
2016-281,1372-56638,26-Oct-16,SSHA,HY,M,104.9,AMRO,American Robin,partial_migrant,st,dg,f,77,large,2016
2016-281,1372-56638,26-Oct-16,SSHA,HY,M,104.9,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-281,1372-56638,26-Oct-16,SSHA,HY,M,104.9,SOSP,Song Sparrow,partial_migrant,st,dg,f,24,small,2016
2016-281,1372-56638,26-Oct-16,SSHA,HY,M,104.9,TOWA,Townsend's Warbler,migrant,st,dg,f,9,small,2016
2016-266,1272-31561,2-Nov-16,SSHA,HY,M,102.2,HETH,Hermit Thrush,migrant,hs,bn,e,30,medium,2016
2016-284,1372-56641,2-Nov-16,SSHA,HY,M,102.6,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-287,1372-56640,2-Nov-16,SSHA,HY,M,102.1,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-287,1372-56640,2-Nov-16,SSHA,HY,M,102.1,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-285,1833-27930,3-Nov-16,SSHA,SY,F,179.7,AMRO,American Robin,partial_migrant,st,dg,f,77,large,2016
2016-288,1833-27927,3-Nov-16,SSHA,SY,F,139.9,HETH,Hermit Thrush,migrant,st,bn,e,30,medium,2016
2016-285,1833-27930,3-Nov-16,SSHA,SY,F,179.7,HOFI,House Finch,resident,st,dg,f,22,small,2016
2016-285,1833-27930,3-Nov-16,SSHA,SY,F,179.7,SPTO,Spotted Towhee,resident,st,dg,f,41,medium,2016
2016-288,1833-27927,3-Nov-16,SSHA,SY,F,139.9,WETA,Western Tanager,migrant,st,bn,e,30,medium,2016
2016-280,1833-27932,4-Nov-16,SSHA,HY,F,164.1,CASJ,California Scrub-Jay,resident,st,dg,e,85,large,2016
2016-271,1663-75691,4-Nov-16,SSHA,HY,F,172.6,EUCD,Eurasian Collared-Dove,resident,st,bn,e,160,large,2016
2016-154,1803-10727,5-Nov-16,SSHA,ASY,F,171,AMRO,American Robin,partial_migrant,st,bn,f,77,large,2016
2016-277,1833-28030,5-Nov-16,SSHA,HY,F,,CALT,California Towhee,resident,st,bn,e,57,medium,2016
2016-154,1803-10727,5-Nov-16,SSHA,ASY,F,171,VATH,Varied Thrush,partial_migrant,st,bn,f,83,large,2016
2016-277,1833-28030,5-Nov-16,SSHA,HY,F,,YRWA,Yellow-rumped Warbler,migrant,st,bn,e,12,small,2016
2016-299,1833-01272,6-Nov-16,SSHA,HY,F,173.5,BTPI,Band-tailed Pigeon,resident,st,dg,e,353,large,2016
2016-263,1833-01271,6-Nov-16,SSHA,HY,F,163.8,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-279,1713-55567,6-Nov-16,SSHA,HY,M,106.2,CALT,California Towhee,resident,hs,dg,f,57,medium,2016
2016-325,1372-56647,6-Nov-16,SSHA,HY,M,88.7,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-263,1833-01271,6-Nov-16,SSHA,HY,F,163.8,CASJ,California Scrub-Jay,resident,st,dg,e,85,large,2016
2016-279,1713-55567,6-Nov-16,SSHA,HY,M,106.2,CBCH,Chestnut-backed Chickadee,resident,hs,dg,f,9,small,2016
2016-325,1372-56647,6-Nov-16,SSHA,HY,M,88.7,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2016-279,1713-55567,6-Nov-16,SSHA,HY,M,106.2,FOSP,Fox Sparrow,migrant,hs,dg,f,32,medium,2016
2016-310,1352-10217,6-Nov-16,SSHA,HY,M,110.5,FOSP,Fox Sparrow,migrant,hs,dg,e,32,medium,2016
2016-299,1833-01272,6-Nov-16,SSHA,HY,F,173.5,GCKI,Golden-crowned Kinglet,partial_migrant,st,dg,e,6,small,2016
2016-310,1352-10217,6-Nov-16,SSHA,HY,M,110.5,HETH,Hermit Thrush,migrant,hs,dg,e,30,medium,2016
2016-299,1833-01272,6-Nov-16,SSHA,HY,F,173.5,HUVI,Hutton's Vireo,resident,st,dg,e,12,small,2016
2016-279,1713-55567,6-Nov-16,SSHA,HY,M,106.2,RCKI,Ruby-crowned Kinglet,migrant,hs,dg,f,54,medium,2016
2016-263,1833-01271,6-Nov-16,SSHA,HY,F,163.8,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-299,1833-01272,6-Nov-16,SSHA,HY,F,173.5,STJA,Steller's Jay,resident,st,dg,e,120,large,2016
2016-312,1372-56648,7-Nov-16,SSHA,AHY,M,97.3,BGGN,Blue-gray Gnatcatcher,partial_migrant,hs,dg,e,6,small,2016
2016-306,1833-27935,7-Nov-16,SSHA,HY,F,189.7,EUCD,Eurasian Collared-Dove,resident,st,dg,e,160,large,2016
2016-312,1372-56648,7-Nov-16,SSHA,AHY,M,97.3,HETH,Hermit Thrush,migrant,hs,dg,e,30,medium,2016
2016-312,1372-56648,7-Nov-16,SSHA,AHY,M,97.3,RCKI,Ruby-crowned Kinglet,migrant,hs,dg,e,54,medium,2016
2016-315,1372-56651,8-Nov-16,SSHA,HY,M,97.2,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2016-307,1372-56649,8-Nov-16,SSHA,HY,M,109.7,DEJU,Dark-eyed Junco,partial_migrant,st,dg,f,20,small,2016
2016-304,1372-56650,8-Nov-16,SSHA,HY,M,94.4,HETH,Hermit Thrush,migrant,st,bn,e,30,medium,2016
2016-307,1372-56649,8-Nov-16,SSHA,HY,M,109.7,RCKI,Ruby-crowned Kinglet,migrant,st,dg,f,54,medium,2016
2016-304,1372-56650,8-Nov-16,SSHA,HY,M,94.4,SPTO,Spotted Towhee,resident,st,bn,e,41,medium,2016
2016-315,1372-56651,8-Nov-16,SSHA,HY,M,97.2,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-265,1352-10218,9-Nov-16,SSHA,HY,M,87.4,CBCH,Chestnut-backed Chickadee,resident,hs,bn,e,9,small,2016
2016-326,1372-56652,9-Nov-16,SSHA,HY,M,99.2,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2016-323,1372-56653,9-Nov-16,SSHA,SY,M,109.1,CEWA,Cedar Waxwing,migrant,st,dg,e,32,medium,2016
2016-323,1372-56653,9-Nov-16,SSHA,SY,M,109.1,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2016-309,1372-56655,9-Nov-16,SSHA,HY,M,105.2,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-326,1372-56652,9-Nov-16,SSHA,HY,M,99.2,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-317,1352-10219,9-Nov-16,SSHA,HY,M,103.1,HUVI,Hutton's Vireo,resident,st,mn,e,12,small,2016
2016-326,1372-56652,9-Nov-16,SSHA,HY,M,99.2,RCKI,Ruby-crowned Kinglet,migrant,st,dg,e,54,medium,2016
2016-265,1352-10218,9-Nov-16,SSHA,HY,M,87.4,SPTO,Spotted Towhee,resident,hs,bn,e,41,medium,2016
2016-326,1372-56652,9-Nov-16,SSHA,HY,M,99.2,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-323,1372-56653,9-Nov-16,SSHA,SY,M,109.1,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-308,1833-27936,9-Nov-16,SSHA,HY,F,182.8,STJA,Steller's Jay,resident,st,bn,e,120,large,2016
2016-308,1833-27936,9-Nov-16,SSHA,HY,F,182.8,WEME,Western Meadowlark,partial_migrant,st,bn,e,100,large,2016
2016-326,1372-56652,9-Nov-16,SSHA,HY,M,99.2,YRWA,Yellow-rumped Warbler,migrant,st,dg,e,12,small,2016
2016-311,1372-56657,11-Nov-16,SSHA,HY,M,107,CBCH,Chestnut-backed Chickadee,resident,st,dg,f,9,small,2016
2016-311,1372-56657,11-Nov-16,SSHA,HY,M,107,DEJU,Dark-eyed Junco,partial_migrant,st,dg,f,20,small,2016
2016-297,1272-31562,11-Nov-16,SSHA,HY,M,91.9,HUVI,Hutton's Vireo,resident,st,bn,e,12,small,2016
2016-297,1272-31562,11-Nov-16,SSHA,HY,M,91.9,MODO,Mourning Dove,partial_migrant,st,bn,e,128,large,2016
2016-297,1272-31562,11-Nov-16,SSHA,HY,M,91.9,SPTO,Spotted Towhee,resident,st,bn,e,41,medium,2016
2016-289,1833-28031,12-Nov-16,SSHA,SY,F,144.5,NOMO,Northern Mockingbird,resident,st,bn,e,51,medium,2016
2016-305,1833-27938,13-Nov-16,SSHA,HY,F,160.4,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2016-318,1803-10841,13-Nov-16,SSHA,HY,M,94.8,BRCR,Brown Creeper,resident,st,dg,e,7,small,2016
2016-316,1352-10220,13-Nov-16,SSHA,HY,M,97.6,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-319,1372-56660,13-Nov-16,SSHA,HY,M,96,DEJU,Dark-eyed Junco,partial_migrant,pi,dg,e,20,small,2016
2016-319,1372-56660,13-Nov-16,SSHA,HY,M,96,HETH,Hermit Thrush,migrant,pi,dg,e,30,medium,2016
2016-305,1833-27938,13-Nov-16,SSHA,HY,F,160.4,NOMO,Northern Mockingbird,resident,st,dg,e,51,medium,2016
2016-318,1803-10841,13-Nov-16,SSHA,HY,M,94.8,RCKI,Ruby-crowned Kinglet,migrant,st,dg,e,54,medium,2016
2016-305,1833-27938,13-Nov-16,SSHA,HY,F,160.4,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-318,1803-10841,13-Nov-16,SSHA,HY,M,94.8,WREN,Wrentit,resident,st,dg,e,15,small,2016
2016-290,1713-55560,14-Nov-16,SSHA,HY,F,175.6,STJA,Steller's Jay,resident,st,dg,f,120,large,2016
2016-290,1713-55560,14-Nov-16,SSHA,HY,F,175.6,WREN,Wrentit,resident,st,dg,f,15,small,2016
2016-300,1272-31563,17-Nov-16,SSHA,HY,M,91,SPTO,Spotted Towhee,resident,st,bn,e,41,medium,2016
2016-272,1272-31565,23-Nov-16,SSHA,HY,M,110.5,FOSP,Fox Sparrow,migrant,st,mn,e,32,medium,2016
2016-273,1272-31566,23-Nov-16,SSHA,HY,M,97,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-276,1833-28032,28-Nov-16,SSHA,HY,F,190.6,MODO,Mourning Dove,partial_migrant,hs,bn,e,128,large,2016
2016-292,1272-31567,29-Nov-16,SSHA,HY,M,96.7,WREN,Wrentit,resident,st,dg,e,15,small,2016
2016-261,1372-56663,3-Dec-16,SSHA,HY,M,102.4,CBCH,Chestnut-backed Chickadee,resident,st,dg,f,9,small,2016
2016-261,1372-56663,3-Dec-16,SSHA,HY,M,102.4,TOWA,Townsend's Warbler,migrant,st,dg,f,9,small,2016
